label,text
2,Rainy weather 😒
2,Where’s the Mexican 😒
2,second time i’ve played a whole game and the server timed out. didn’t get any xp for the matches 😒 #cod
2,"I’m about to start charging my family/friends every time they make me waste my make-up, those bitches know it ain’t cheap. 😒"
2,We can’t even find a #KeepJayJacobs silver lining here. 😒
2,Just got pulled over in an uber. 😒
2,Not getting a reply back is nice 😒
2,"@ColinCowherd 🚮.. and I’m not a hater, I’m a Laker fan 😒"
2,Bruh tell me about it 😒 black parents is something else love them but something else. https://t.co/Gdcgjy1gAw
2,"Earth 🌏 Ka Kuch Karo, Varna UnEarth Ho Jaayega 😒😒
@Hello13691 
#smogindelhi"
2,Having ingrown toenail is a nightmare 😒
2,"damn, twitter really turned into Tumblr thanks to you new niggas 😒"
2,When you go see see someone &amp; their long gone 😒
2,@huff_tiffani I️ve been waiting for like three months now 😒
2,(THREAD) 😒 https://t.co/gB65miIBKI
2,@FlyWithoutABird Oui 😞 t'as vu alors Darnley 😒
2,@melimelamelo_ @theycallmeTUNE She was right the first time!! 😒
2,"@magnuskjoeller 3 Things that make a start up to be a Great Entrepreneur.😏
-Social Media Accounts😉
-#Boosting 😒 
-Copy/Paste Quotes😁"
2,This movie better be good 😒
2,I’m like this close 👌🏾 from getting rid of Aku or Chop! These niggas be doing THE MOST !!! 😒
2,@xWishFishx Bukan nak wish you're here with me 😒
2,It’s sad but true. 😒 https://t.co/CYrhYCqNvM
2,im sick of drama and ppl who took everything srsly. gaysht 😒
2,now i’m going to sit here worried all night long 😒
2,Ain't my fault 😒
2,Whyyyy do we have to use a GPS just to get home - this traffic is beyond at retarded and don’t get me started on these drivers 😒
2,Now I have to wait until Monday to get my new phone 😒 I literally paid for next day shipping wed night. Yet I'll get it Monday 😤
2,Today is not the day and I am not the one 😒
2,my headache is outta this world 😒
2,"Oh man, Veteransday is tomorrow. Gotta make my profile pics a picture of me in uniform so people know I’m a vet 

😒"
2,It Seems Like Harolds Get Higher Everyday 😒
2,Been sleepy allll day🙄 now that's it's bed time and my work prep has been completed I'm wide awake 😒
2,@cardiffbybike @cardiffcouncil Nice way to encourage people to use a mobile phone while driving 😒
2,That moment ur lecturer says 'my piece a S8' like her phone is sooooo ancient. 😒
2,"Just before #280Characters starts to make my posts seem long and boring to read. . . 😒

I'd like to keep a thread o… https://t.co/5pAfyQjuLs"
2,To think Aromat still hasn’t made it into restaurants 😒😒 keep pushing young blood 🍳
2,@ZarifIskandarr @CSGORoll Giveaway tu suruh tag a friend 😒
2,@WAIT_itsJashaun Girl 😒
2,"It’s a shame Tre got his own room &amp; 2 closet , but taking up almost half of me &amp; his daddy closet 😒"
2,what's everyone's mf problem this morning 😒
2,You only hit my line when you wasted 😒
2,I miss oomf already 😒
2,"@theavlz Ge be. Puslan mn nag gym 😂
Call me in an hour! Im stuck in traffic 😒"
2,Okay it’s my fault but I’m still upset 😒
2,ugh typos 😒
2,Ppl always hate me for loving someone they hate 🤷🏽‍♀️🤦🏽‍♀️ like damn the bitch ain’t do shit to me so I️ love her fuck you thought 😒
2,@YehTeraBhai And why do u thought its unrealistic 😒 everything is possible if u have the courage to make ur dreams real❤🌸
2,@aaron_198x oh so you wait until you off of work to cook 😒
2,That’s Fucked Up How His Deadbeat Ass Daddy Showed Up Only Because The Money 😒
2,@TheSaneHomo Tea party round 2 please... term limits would be wonderful. No more of this 20yrs in Congress bullshit. But that won't happen 😒
2,why do I grocery shop for one person knowing I eat for 6 people 😒
2,"How often do YOU eat out? 😒

And, at what cost?

#McDonalds #fastfood #FridayFeeling #Friday #junkfood #America https://t.co/M3LKefHA2B"
2,"I️ always try to record my son kicking my tummy and moving OD. But EVERY.TIME I️ do, it’s like he knows I’m recording so he stops kicking 😒"
2,That reminds me. Dobsonville missions today 😒 https://t.co/p9FEI4LaSd
2,"@Bria_Gumede The first voice I heard today 😩😍. Wehe nak'rhandza, Yu woke me up 😒 but I'll forgive you cause you my wife 😆❤"
2,Andre catching feelings for this lady 😒 #Empire
2,@stephanycoms Vou ser tio e n sabia! 😒
2,"Ridley Scott will erase Kevin Spacey from a movie weeks before it comes out, but he couldn’t be bothered to find POC for Exodus? 😒"
2,"""I'm surrounded with idiots!"" 😒 https://t.co/W6npPKKKtn"
2,More like it’s 11 and I’m ready to go home😒✌🏾 https://t.co/rzvb6abZ5C
2,I️ haven’t been happy lately 😒
2,"Paxton is mad at me for giving him his vaccination. 😒
But Pacey forgives me. ☺️
#ShotsShotsShotsShotsShotsShots 💉… https://t.co/crQuAr0H4d"
2,"I think I’m officially a ""lightweight"" on the drinking scale 😒"
2,@USJDAM @The_Dee_03 Only when I hung out with my older brother &amp; his friends 😒 they wouldn’t even bother to ask for ID
2,@MakeupForWOC Here comes the “you don’t need makeup to be beautiful” crowd 😒 https://t.co/IWNMDUEoph
2,"@taythenomad @RealestRoseGold i should be asking you the same thing rosegold! 😒
#ShowMeYourVOOV"
2,Apparently all of my teachers care about what I want so that I can feel comfortable but it never really helps me 😒
2,Could have sworn the letter 👁 problem was fixed 😒
2,la girl feet all on my head 😒
2,@sofiwrites I liked him but he never loved her like Damon did! Don't lie girl 😒
2,Nights like this I️ wish I️ had friends to go hang with 😒
2,This traffic 😒
2,@authorMsBev Truth. 😒
2,@FlorendoKathryn Pareho tayo 😒
2,People are becoming intolerable 😒
2,The only thing i hate about cold weather is actually having to wear clothes 😒
2,Not excited at all I️ need some interesting followers most don’t be saying shit!!! I️ only use this for the news 😒
2,Americans... 😒 https://t.co/NyDH2TKAQH
2,"@oohsxun I do not really like your blonde hair, black is better... 😒"
2,@sanders_graysen U knew this 😒
2,@DrIshMajor @KailLowry @Javimarroquin9 @DrIshMajor I will try my best even though is hard to listen at times 😒
2,Is about to take off HIMYM 😒😒 https://t.co/ejiB4cHscp
2,using an old iphone 4 as an ipod only works if the phone doesn't automatically die if it's cold outside 😒
2,@AhniTay I pulled through ! 😒
2,#YIAYemoji I would have to say tge meh emoji 😒 in honor of gene our lord and savior
2,"I know body imperfections are normal, but that doesn’t mean I want them. 😒"
2,My mans will act right for like a day &amp; think just bcuz he did good means he can go act up now &amp; I’ll be okay with it like no nigga 😒
2,"@brionuh If it is capital, you get the stupid I️ but if you do a lower case i it’s fine 😒 there’s also an emoji for it now I guess 🤦🏼‍♀️"
2,I’m not built for this shit 😒
2,I can't take being this sick anymore omg 😒
2,@issa I literally can’t type for shit 😒 oui s’il vous plaît*
2,bored 😒
2,And yes 64gb is more than enough for me. So is a g 😒
2,- he so full of shit 😒
2,You got .2 seconds to text me or call me back 😒
2,"I SAID IT ONCE &amp; IMMA SAY IT AGAIN !! If my folks try to pull some bs like this .. IT AINT GONE BE NICE 😒
NOW SAY... https://t.co/WkAuSNQHHY"
2,How do I order something Thursday early afternoon pay for two day shipping and it doesn't get delivered till Tuesday 😒
2,Wahhhh shit. Left my notebook in the office. 😒
2,@MsMJJ4ever Yep same as I feel and yeh she was my Joseph too 😒
2,@CoachHoldman @PeoplesOracle 😒
2,Feels so late but it's not 😒
2,"Skills lab week done!  
Hello medsurg,psychia ang research!  Please be gentle 😒"
2,I need a new phone mane this joint let me type wen it feel like it 😒
2,I️ just wanna go home and read 😒
2,@TylaRosieCarr You've been forgot about 😒
2,my data is being a btch rn 😒
2,don't tell me im good looking i already know that ;/ i just need someone who can humble me  😒
2,@3wollf @Amal222_Mm 😒
2,Why do you want to know😒😒😒 https://t.co/m7vTsp5MXl
2,@garthbrooks Jealous 😒
2,I can’t find these power steering hoses 😒
2,Honestly what would make you do this 😒 https://t.co/dyxYG8Gz5V
2,"@edgeofpanda Not that I️ know of, but they stopped 😒"
2,I don't see @RobertDowneyJr criticizing Iron Man 2 or 3 because they had a mixed reaction! Learn from him #HenryCavill 😒
2,@Njerie_Waititu Smh control yourself woman! 😒
2,Right 😒 https://t.co/P1Q9HbyRhu
2,On my granny I️ don’t wanna be here no more 😒
2,Wow never mind 😒
2,I really wish people would stop doing this 😒 https://t.co/KRZKZZEsO7
2,It's snowing in November 😒
2,"Asahd’s like, “Yoooooo... why the fuck is this dude always yellin’ 🗣 ?” 
😒 🤨 😒 🤨 https://t.co/GPylsYG89X"
2,I dont wanna get rid of my PVR but shittttttts getting expensive 😒
2,"Dudes forever wanting to take me out, but never want to pick the place. Like surprise me or something. Don’t ask me where I️ wanna go 😒"
2,@MarinaaRenee I thought you were napping so I was like let me surprise her if she's home but no! You do this to me 😒
2,I don’t do anything for myself anymore...I don’t even sleep..and I think it’s finally taking a toll on me 😒
2,I hate when people move slow 😒
2,@quantumfizyics I started crying. 😒
2,I hate how fast time goes when you have kids 😒😭 Stay little!!! 💙
2,@itsjoelpimentel IN FACT... very disrespectful 😒 I’m sorry you have to go through this mi Joelito 💙
2,How I be feeling oms 😒 https://t.co/2gtXRS3Gba
2,Having to go into the bathroom in work to use next doors wifi really does sicken my happiness 😒
2,"Dont mess with what i did, please make me feels free once 😒"
2,You’re such a bad influence 😒 https://t.co/rowm3w6ES5
2,Folding clothes 😒
2,Need to find someone who is down to get food at this time bc I hate going alone 😒
2,"@radeical See, I don't understand why they act so negative towards us. It's hurtful 😒"
2,"@reemaahmds Ok so that’s why you said you love me, I knew it wasn’t genuine 😒"
2,@lgbtq_world @YassEncore @_KIMOB_ a okkk ouais je suis d'accord avec toi 😒
2,"If I've already migrated to America I might be famous and a talented man in early year. But in Australia, Is it too late to be fabulous😒?

😩"
2,"So the Virgin Mary wasn’t a virgin? 
😒
Do pro-GOP Christians have a take on this? https://t.co/ruLiufs686"
2,@crystalkei right esp in high traffic areas and it's a light colored carpet too. 😒
2,@madisonbeer I'd like to know why you and your mother are always going to London but you always forget Portugal exists 😒
2,#lhhny soooo Mendeecees mom can’t say provocative? 😒
2,Kinda knew it was too good to be true 😒
2,I can’t wait for black panthers to come out but I hope racists don’t try nothing 😒
2,My ass thought i was bout to roll a blunt. But i don’t have any sticks. 😒
2,Boys always say that 🙄 . . He wen something happens to me bullshit 😒 boy bye get tf out lol
2,I don’t get men they will still stare at you while they’re next to their wife and kids 😒 smfh
2,I liked a @YouTube video https://t.co/22WtnfnOak Side-Chick Side-Eye 😒 : Relationship Storytime!
2,@ADsolo3 @jonnycxv Nah I honestly didn't see the quotes😂 I had been up all day my eyes was playing tricks on me 😒 m… https://t.co/6CNvU1T8Bx
2,seriously not drinking pop anymore 😒
2,These stretch marks on my butt are not cute 😒
2,Starts coughing in my room...Andrea yells from the living room “PUT YOUR VICKS ON” 😒
2,Got me in a bad mood 😒
2,seriously 😒 why tf am i still awake ?
2,Tfmw you zip up your pants and your nail breaks 😒
2,All the way from Namibia😩😩😩. Sis juss pull yourself towards yourself 😒😒😒 https://t.co/jSkgdRNoXC
2,im tired of the hype this nigga does on twitter about me smh 😒
2,I️ be bored af at work no one to talk to 😒
2,I️ am so sick of this shit I️ need a new I️ phone I️ get so tired of this bullshit as I️ phone 😒 https://t.co/iwMuCBTSzJ
2,"Sigh, you know you didn't have to put all that in the caption, right? We can read what in the picture 😒 https://t.co/GoJeW3MY4V"
2,Men naturally crave the attention from beautiful women. But it always comes with a price 😒
2,reply2 sd oi 😒
2,When you pay your internet wala the previous evening and there is no net conn the next day 😒
2,@ChantelJeffries LY ignore all that bs Jake says he’s just mad his ego was threatened 😒
2,I get so offended when my daddy doesn't answer my phone calls 😒
2,"@AeksFB People do tend to emulate what they see in the movies. Still waiting on my flying DeLorean, though. 😒"
2,I need my own place 😒
2,Why my teachers gotta have hot breath 😒
2,@Ro_BLP À tes souhaits 😒
2,"@MasidiM If a nocturnal animal seen by daylight , that isn’t a good sign 😒"
2,NAKAKALOKA TALAGA YUNG VC E. OKAY PA KAGABI YON. TAPOS MAY SUMALING EPAL NAKO 😒
2,"Friends, followers, random stalkers...

Who are you people?! 😒"
2,I put this hot ass jacket on 😒
2,I hate being in a sad mood this shit is lame as fuck 😒
2,I hate people who play victim even when they know they wrong 😒
2,So all these people goin to the SU game. When I asked yesterday nobody answered 😒
2,@PRITSIL Wow book lover lugar? 😒
2,"Friday night got me thinking is there life on mars? 
#davidbowie #typeofnight 😒 https://t.co/fdPuu4a7Q4"
2,Saw a comment wanted Suzy in #SignalSeason2 i'm just.. 😒
2,@GMPChorlton Is he called bobby.. 😒
2,When nurses ask me to do something they could easily do 😒
2,@_ayeecourtniee Then when you tell em your age they gonna say oh you trying to make me catch a case 😒 nobody told your ass to go smack
2,"She really just irritated tf outta me , this the 3rd time she done came for me 😒 now she pushing it , I️ dnt wanna… https://t.co/nZk69dHd5H"
2,idk why i choss these fucking songs for this stupid paper bc it’s making me sad and this is gay. 😒
2,Lol earlier i was buying soju and the cashier was looking at me like I'm underage wtf 😒 i look like i'm 15 but i'm 22 years old 😒😒😒😒
2,4:30 couldn't come any quicker 😒
2,Apparently every Starbucks in the city is blocked with people 😒
2,@Brennanator Times like these I️ wish I wasn’t the older sibling 😒
2,"I hate when mfs talk about some ""Wow I told a little white lie"" 😩 😒 If you lie about some small shit you'll lie about anything. 🤦🏽‍♀️"
2,"Ole girl in the red had her head down when she got two pieced , she couldn't fight 😒"
2,"I can handle difficult personalities, but not your lack of respect bitch 😒"
2,@PalieNinela Chill fam it's not a competition 😒
2,I’m actually mad watching this shit because girl you hype as hell you slept with Ryan. Girl 😒
2,@oged07 now I've gone to look for Regulate. Well done sir. 😒
2,UA really got me wanting to disable or delete this email account because they emailing me every 10 minutes 😒
2,@heIllish ik!!! I bet it'll go to worsest 😒
2,"How can you love, yet hate someone at the same time 😒"
2,Why the fuck does my music stop playing when I’m on Snapchat. 😒
2,I NEED A HAIRCUT 😒
2,"turnd out that the prof prob had the same question so, I don't have class today...
meaning I woke up and got dressed for nothing 😒"
2,Stop Fucking Tweeting About Me 😒
2,Why does school have to be stressful these days? 😒
2,"My parents are going to a club in Reno and they’re looking to me for advice on attire like I go out all the time or something?
😒"
2,Who said we were sharing pillows 😒
2,@SebGorka @RobinHurley10 McCain is and always has been a RINO!!  😒
2,@BeyondDreamsEnt @8paramsingh @HarshitaGaur12 @MamtaYPatnaik @YashAPatnaik It's done. 😒
2,Wish I didn’t feel like this now I feel like I cant even breathe right kinda panicking just a little 😒
2,He Might Be Part Time Fronting 😒
2,ya quisiera yo but my friends can be hella amargadas at times 😒 https://t.co/lqrAtNQtc2
2,This year kind of went bye fast 😒
2,😒 what???!!!! 😒
2,@TokinBetty i'm pretty sure my sister is the one who spoiled it for me too 😒
2,I just fixed my car 😒
2,Hate this “I️ ” shit 😒
2,im about ready to throw my whole phone away 😒
2,Emiliano’s a cheater 😒
2,i dont think he's an angel 😒
2,Been on hold with Louis Vuitton for 15 mins. I️ just need my wristlet fixed bro 😒
2,@KateVsTheWorld Keep The Flood out tho. I hate The Flood 😒
2,@YellowVoucher @thisaintmacysbb You trusted your gut. You were fine. Except for the gossip mongers 😒
2,@CurlzwiththeK Don’t ahh ahh me brings back bad memories 😒
2,not liking the extra long tweets to be honest.. 😒 it's too much
2,@LeekOASF I’m not serious but I do need a better team. I’ve been carrying all day just to be lose at the end 😒
2,I don’t understand why I get off work with the mind frame to get in the bed early and it never fuckin happens 😒
2,Dey Right But I Give Up 😒
2,@noseybassa Well quite. It is showbiz for ugly people after all. What a mess 😒
2,Why is it at the end of my time serving this country mfs gotta be picking with me 😒
2,i️ just wanna cuddle with my man 😒
2,"Yall call eachother bitches all day , then get uptight when a nigga call u a bitch . 😒"
2,Res care the cheapest company Ik of 😒
2,@MissParkGPW @NaughtyKatalina @CandiXXXO I have to wait that long? 😒
2,"@chrislhayes bringing BS on,,, and now I change the channel. #nope 😒"
2,"I feel people are not eating properly well, so ama have to start promoting team THICK! 😒"
2,I know you see my tweets hoe i dont have to “@“ yo ass 😒
2,hate this girl 😒
2,Have this presentation today and so nervous 😭 idk why though 😒
2,3 hrs of sleep hays 😒
2,Wow I️ feel lame laying in bed 😒 someone take me to dance 😭😭 https://t.co/xRAI7Pn0Gk
2,@supreeth28 I am so jealous of you 😒 you. Got to go to Japan
2,I shouldn't have ordered it! 😒
2,@GurpuneetSingh I guess I’ll leave 😒
2,wish i could sleep now a days 😒
2,You really didn’t have to uno 😒 https://t.co/yVFA7y5JfE
2,@JOY2THAWORLDD I know. 😒 I’m be ok tho
2,Bitch if you don't give me some fuckin attention 😒
2,Got called in on the other side of town for the afternoon so I have to leave immediately and book it out there 😒
2,"@Jihoon_Makes_Me every time you jokingly call Shaheer ""Sha oppa"" i legit think of Cheer Up 😒"
2,@SoyEsperanz me too I be wreckin my own home tho 😒
2,@_XoXoGabriella Seriously?! Like i dunno who that dude thought he was 😒
2,"Siiiiiickkk , i might have to buy a new car battery 😒"
2,Why would i buy all this Bullshit 😒 #imSoft #Fuckit https://t.co/DHkber87KZ
2,Waking up so early just to prepare for todays' teaching.. Who wont if u need to teach #notyourmajor #6subject #inaday #hate 😒
2,I see too many people being suss on Twitter cause their partner doesn't have Twitter. Skaam jou vry. 😒
2,Still bitter I did not get to see the Field of Lights at Nuvali last year 😒
2,I wish I was still playing  😒
2,@tribelaw so there’s one person on the planet he’s worried about insulting 😒
2,"@PreyForChris Text you and you ignore me and if I️ come for you and the darkest of the nights , b12 can’t stop me 😒"
2,When ur tryna spoil ur girl bt she already spoiled herself with this shit U were trying to give her.  😒 ... #shesAmazing #DasMyGirl #MJ 😍😍😍
2,I had to text first 😒 #strike1
2,The McDonald's by South still sucks 😒
2,@therapist_km @JeffDauler $320 😒
2,"It's such a pain in the ass dying my hair, my skin is stained for the next two days 😒"
2,Just laying in bed and the only person I want next to me isn't and it fucking sucks 😒
2,"@johnnyorlando do u remember how we were facetiming ? ❤️

haahhaah it's a joke 😒 https://t.co/1sCLN7OF7J"
2,@MoragasVGC @WaifuEmblem 😒
2,why is good dick always attached to an ain’t shit nigga? 😒
2,Oh come on 😒 that was not goalie interference
2,@connorocolin5 I was about to but she stopped 😒
2,gotta go to the chiropractor 😒
2,Honestly not trying to go to work 😒
2,WTH?! They've ruined Olivia. There is no coming back from that. Smh. 😒 #Scandal
2,I just wanna stay home 😒
2,"@BooksbyPatricia honestly it’s mostly unpaid interns “reading” email then MAYBE sending them on to lower level staffers, etc etc 😒"
2,Today i was soooo moody and now i know why 😒
2,I️ fw this i used all mine😒leaves your skin smooth aab tho https://t.co/v1rqjiWriF
2,"I'm always in bed by 8, and now I'm the only one who's not asleep 😒"
2,He was suppose to been grew his curls back. 😒 https://t.co/rKAxofnmLl
2,@janthonyds that’s the dad 😒
2,I think it’s for the best 😒
2,"I can't take people shortening my name 😒 already Thando is shortened , Why on Gods green earth am I being called  "" Thandz"" ?"
2,it’s driving me crazy and I’m over it 😒
2,This trip started out with 7 people. Now we down to 4. 😒
2,I hate when there is shit all over the place in a house 😒
2,How I feel this morning 😒 https://t.co/k18Cj0V4dR
2,This is what I wanted to do to the girls talking shit the whole time @YourBoyMyles was on stage 😒 but on the plus s… https://t.co/tilMp4YIRi
2,"My anti social ass avoided all them bitches all year for a REASON, Debra. 😒 https://t.co/3c6WmxddvG"
2,Im still waiting on punk ass ups for this package 😒
2,I have such general hate for people who can't spell their names right. 😒 #ishqbaaaz
2,@Topson007 Seriously 😒 https://t.co/vcWfHWdEDZ
2,can my boyfriend wake up 😒 his sexy annoying ass
2,"Definitely going to the gym later, not really feeling today 😒"
2,Tired of dealing with these shallow bitches 😒
2,I woke up thinking it was Friday and I had rehearsals and it’s honestly put me in the worst mood! 😒
2,Well the wine aint helping me sleep!! Oh my days I cant cope! I have a busy day ahead 😒
2,Now my  phone is doing that A ? Crap 😒 fuck you 🍎
2,@aElgady Don’t you even think it. 😒 https://t.co/MxHxxFQsaK
2,like girl give it a few more plays you’ll learn it. 😒
2,@S1dharthM come bangalore maybe @purvs3 and me are waiting 😒 #AskSid
2,That moment when you finish your set but then someone starts using the machine you were going to use 😒
2,Why nistressa? Kiernan isn't serious wethu qha udlala ngani 😒 https://t.co/DUsrx6wu8c
2,baby just always looks so nice and inside i be like 😋🤤 but to him i be like 😒 who exactly are you tryna impress lmao
2,It’s gunna be one of those days i can feel it 😒
2,😒 ugh hate when someone lies to me and have to wait till the next day like um no sorry but I don't do that shit jus… https://t.co/rkH7gSbM0q
2,@MjMasehla You should have DM'd Daniel 😒 the fact that I saw that public tweet means I could answer if I wanted to https://t.co/vPK8QzQIKO
2,"‘He could work his way out of a paper bag that one 😒’ - me Grandma on Phelan, Coronation Street 😂"
2,@Coldplay_kid Class got canceled after we all traveled all the way 😒 and yeah when they're forced to give us a day… https://t.co/OImp0h9Mpq
2,"@winston_rich now?! We went to soon, your Charmander coulda had a friend 😒 https://t.co/zUR0OMjRWw"
2,Idk if it’s me but my face look fat is hell 😒
2,@Chris_Alex and nothing on Grindr either 😒
2,Like clockwork 😒 https://t.co/p7u4ODMoSD
2,@NetflixLAT Pero si películas malísimas 😒 death note cof cof
2,@Froley393 @KrazyLegz7 Whatever JF 😒
2,I’ve never been so suspicious of a scientific article 😒 https://t.co/7jOOXnMZTz
2,@EdgeofSports Ppl act like it's splitting atoms. 😒
2,No one likes a man without a beard. 😒
2,every second feels like an eternity in a void. I think I need some cookies or something. 😒
2,fuckin headache 😒
2,There's so many unwanted people nowadays 😒
2,I told you this tho 😒 https://t.co/oWSHt6AVxm
2,I thought it was going to be cold but it’s warm 😒
2,My asshole cousin matt is here 😒
2,Can’t believe they charged me for a damn cup 😒
2,Mal tweet RT @JohanLugo_: @NegroFino24 mete mano bro RT Esther089 Acsame ete’ 😒
2,"Supervisor: why do you have a shirt with a hood on?

Me: Cause I’m Gangster like that. 😒

Him: i didn’t know they m… https://t.co/Odx543qYIQ"
2,"What is Fb Friend ? 😞
Mujhy lga fb par be real friends bnty ha only mu sy bolny sy bhai koi bhai ni ban jta 😒 @Zartash21372886 🔫"
2,Damn I have to unfriend all these kids 😒 I seen two hoes arguing over a nigga I go see who the nigga is he in the... https://t.co/9BqbNqwr7U
2,As much as I hate it.. I'm not going to be that friend.. 😒
2,When people wake you up out of your sleep 😒
2,I can't believe I've known you for such a short period of time ND I'm already falling for you. This is now how it's supposed to be 😒
2,I could never be famous because i cant sing or rap 😒 https://t.co/Y2ipy0mePM
2,@DEE_OH_EL 😒 You could be standing in front of a wing on day and forget you are and that'll be the end .
2,Cen wifi is soooo trash! 😒
2,"“Gimme a full set with some pimples on the side” face ass, Do not make this a trend😒 https://t.co/xCb5c6VMo8"
2,That’s how it goes 😒😭😂 https://t.co/uvgmQa5vl9
2,Today sucked at work 😒
2,It doesn’t but it looks like they ain’t even put a brush to her head 😒 https://t.co/HBGNSRVpgo
2,I need to find me a new 2nd job... this one I️ got already fucking joking fr 😒
2,When your tv timer goes off before your show/movie ends.. but you’re not sleepy yet 😒
2,It's suck when you can't sleep until 3 am 😒
2,After getting me and my Bestfriends together the hardest thing to decide is what to drink 😒
2,We’ve lived here 4 months and I still have barely decorated 😒
2,my eyes don’t even wanna close i gotta work 😒
2,If my cat doesn't quit meowing 😒
2,@andrealynn91 I swear these people make Christians look like idiots 😒
2,Rugby sucks 😒
2,"Lauryn Hill Drop A Surprise Album Tomorrow How Yall Gon Act???

...like yall wasn’t just hoes today 😒"
2,I need me a me to take me litty pictures not the blurry ones people always take me. 😒 https://t.co/YYTusByW6a
2,I ain't never going to shut you out. 😒😌🙄 🎼 #Halo #Beyonce
2,@_miccamarqz @ftmtshrn @hkimjo @J0YRAINS Sige lang. 😒
2,People say dogs don’t understand 🙄😒 I talk to Oliver all the time 😂 he knows EXACTLY wtf l’m saying OK https://t.co/BZphTKclWu
2,@thatskitarious 😒
2,My phone is seriously still changing ass to was 😒
2,@RobertDowneyJr @jamesrichll Love u &amp; miss you so much 😒
2,"When your dumb tired, and your mind starts playin tricks on you 😒"
2,Last week they were telling Darla she’s family. This week they’re firing her from her job and disowning her 😒 So mu… https://t.co/j5qmq09c8a
2,my fatass thought it was a cake or something 😒 https://t.co/a41c4XaAJO
2,I️ wanna show some skin by its too cold now 😒
2,You know its going to be a bad day when your @Starbucks mobile ordering is down and you have to wait in line to place an order 😒
2,Just read the yearbook again and it’s made me want to go back to school so much 😒
2,Then they say men are fuckbois 😒 https://t.co/BVZTxhpuE4
2,I️ stayed up for kadim and now he’s falling asleep 😒
2,Once upon a time my Work took me to Jamaica.... today I’m in Croydon 😒
2,It’s only 11:30 &amp; I already done spazzed tf out today wth wrong with me 😒
2,My grandpa wife ask so many questions 😒
2,Everybody been tweetin retarded shit ever since they switched to 280 😒
2,Not one of these damn mechanics in detroit can fix my car heater 😒
2,@MichelMajid Go back to sleep. 😒
2,"Think whatever you want to think 😒 

#BTSturn https://t.co/EiZhW5pWpG"
2,@lyft just waited 17 minutes for my “4 min” ride. Thanks 😒
2,I’m just tryna go eat and everyone being lame 😒
2,I've been trying not to cry all day long and I have a headache from it 😒
2,Just woke up and puked my guts up. Hope the bug hasn’t gotten to my house 😒
2,I suppose to did a lot today but due to homework I only did a few things. 😒 But the rest will get done tomorrow..hopefully🙄
2,For how long it gonna stay goal-less? 😒 #ENGGER
2,I love Black Ink Chicago @BlackInkCrew but Kat petty asf for that stunt she pulled 😒
2,@AdamMichaelJr Who child is this? 😒
2,@laceekristina Damn. What’s wrong with my skin? 😒
2,My mom... literally....slapped my leg hella hard with her shoe to kill a fly 😒 #firstofall #donteva #rude #rip
2,All I want to do is back up my iPhone 7 to my iPhone X and it’s literally so fucking complicated I just want to use my new phone man 😒
2,@ChupKerEshoo 😒 https://t.co/bdROmmkE8d
2,😒 damn son .... ion trust these bitches son I thought better of her https://t.co/IlkKylVtNj
2,@duruwealth @Dola_Fagsam @badgalmaddie_ Since January till now the only thing you've achieved is to be finer than me 😒
2,"I've literally had a headache since Monday morning, cya I'm done with the week 😒"
2,When the bm love u as much as the bd do 😒
2,That’s What They All Say 😒 🤣 https://t.co/JE0fpOC6tk
2,Meanwhile my 19 yr old ass over here lookin 12 😭😒 https://t.co/HW7IODZ2Q3
2,Which ever professor is the reason why i’m 0.01% away from a 4.0... will have to see me 😒
2,"me throwing up in the sink and reflecting on last night: damn, I can be such a Joey Potter sometimes 😒"
2,"@_IamAmelia__ Waphapha, Babes WoFitnes. 😒"
2,Where can I buy an actual WARM jacket for a Canadian winter 😒
2,"ANONG MONTH KA PINANGANAK? 😍

January: Loyal💘

February: Laging na fri-frienzone💔

March: Paasa😒

April: Laging... https://t.co/HvOfT6ou00"
2,I don’t what got my face red af .. 😒 now I’m walking round with my face all red
2,@NBASTORE Vous êtes Archi light !! 😒
2,@niamhyleaf Glad to aid in your drinking activities whilst some of us have to work 😒
2,"I got back to voting for SVT on MAMA, and hell was MNET too damn slow for my quick fingers. 😒"
2,Saturdays are just in bits when your game gets called off! 😒
2,@_zitoune Ton p'tit reblochon 😒
2,Antes me faltaban caracteres en #Twitter... Ahora me sobran 😒
2,@Nemi1717 And he's not rumored to be dating her 😒
2,This weather 😒
2,@Maya_Moosa 😒 thought as much!! Dec was lit!! 😂😂
2,@azfamily Because more people is just what the world needs. 😒
2,Kinda want to play with makeup today. Kinda want to give my busted ass broken out face a day to breath. 😒
2,"I hate your boyfriend tho @DUALIPA ,he is not that cute unlike me,at least he is in the band aite 😒"
2,@Imthecyrus @lebaenesmami @rihweready @chartdata How is that bad if the album JUST dropped on Halloween 😒 makes no sense
2,My phone is acting stupid 😒
2,Idk why I’m up 😒 i reall wanna Call Lee back but he prolly sleep af and he gon cuss me out 😂
2,in class tired &amp; cold 😒
2,Ugh fuck typos 😒
2,ion even wanna name em cause half of em embarrassing 😂😒 https://t.co/cUBc9e5WS3
2,@amanda_matas96 Me either ugh 😒
2,I hate these dumbass fouls these refs are calling. There's no way to defend a player properly like this 😒
2,I go to dump my ash tray out the window and all the ashes blow back into the car 😒
2,Trying to get motivated today I don't wanna clean and wash laundry 😒
2,I think my neighbors r having a party 😒
